Nome;Pergunta;Resposta
Gynoflor;Qual é o mecanismo de ação de Gynoflor?;Gynoflor é um medicamento que tem na sua composição Lactobacilos e Estriol, que ajudam na reposição da flora de Doderlein, restaurando assim o equilíbrio biológico do epitélio vaginal. A destruição da flora vaginal, ocorre geralmente devido a tratamentos com agentes antimicrobianos, doença geral grave, hábitos de higiene incorretos ou infeções locais.
Gynomax creme;Qual é a finalidade do medicamento Gynomax creme?;Indicado para tratar infecções e inflamações dos genitais femininos e da vagina causadas por fungos e bactérias.
Gynomax creme;Quais são as orientações específicas para utilizar Gynomax creme?;Aplicar o conteúdo de 1 aplicador cheio, com aproximadamente 5 g de creme, profundamente, dentro da vagina, de preferência fora do período menstrual.
Gynomax creme;Quais são os possíveis efeitos colaterais associados a Gynomax creme?;Podem surgir efeitos colaterais como inchado dos genitais, vermelhidão, sensação de queimação no local de aplicação, dor, coceira, inchado das pernas, sangramento vaginal e dor ao urinar.
Gynomax creme;Em que circunstâncias eu não deveria utilizar Gynomax creme?;Não deve ser usado por mulheres que estejam no primeiro trimestre de gravidez ou amamentando, crianças e em caso de alergia a qualquer componente da fórmula.
Gynomax creme;Como Gynomax creme atua no organismo para produzir seus efeitos?;Gynomax contém na sua fórmula tioconazol e tinidazol, dois medicamentos antifungicos que atuam contra os fungos causadores da infecção e alguns tipos de bactérias.
Gynopac;Qual é a finalidade do medicamento Gynopac?;Gynopac é indicado para o tratamento de infecções e inflamações da vulva e da vagina provocadas por Candida, Trichomonas e Gardnerella, em adultos.
Gynopac;Como usar Gynopac?;Gynopac comprimido
Gynopac;Quais são os riscos para a saúde relacionados ao uso de Gynopac?;Alguns dos efeitos colaterais de Gynopac incluem enjoo, dor abdominal, diarreia, boca seca, sensação de gosto metálico na boca, sonolência, tontura, dor de cabeça ou dor, vermelhidão e coceira na pele. Além disso, Gynopac creme pode também provocar vermelhidão, sensação de queimação, irritação e coceira no local de aplicação.
Gynopac;Quando não devo usar Gynopac?;Gynopac está contraindicado para mulheres grávidas ou amentando, crianças, pacientes com historial de problemas de coagulação do sangue ou do sistema nervoso e para pacientes com alergia ao Secnidazol, Tioconazol, Tinidazol, a outros derivados imidazólicos, a qualquer agente antimicrobiano derivado do 5-nitroimidazol ou a outros componentes da fórmula.
Gynopac;Quais são os princípios do funcionamento de Gynopac?;Gynopac tem na sua composição 3 compostos, Secnidazol, Tioconazol e Tinidazol, responsáveis pela sua ação efetiva contra os germes. Gynopac é eficaz no tratamento das infecções vulvares e vaginais, causadas por Candida albicans, Trichomonas vaginalis e Gardnerella vaginalis.
Gynotran;Qual é o propósito principal de Gynotran na área da saúde?;Gynotran é indicado para o tratamento da candidíase vaginal, vaginite provocada por Trichomonas, vaginose bacteriana e no tratamento de infecções vaginais mistas, em mulheres.
Gynotran;Qual é a posologia recomendada para Gynotran?;Aplicar o óvulo de Gynotran 1 vez por dia, de preferência ao deitar, durante 7 dias consecutivos.
Gynotran;Existem reações adversas conhecidas de Gynotran?;Alguns dos efeitos colaterais de Gynotran incluem irritação vaginal com ardor e coceira, dor ou cólicas abdominais, sabor metálico na boca, prisão de ventre, boca seca, diarreia, perda de apetite, vômito, náuseas, dor de cabeça, falta de coordenação, tontura, alterações de humor, urticária na pele, pélvica e cansaço extremo.
Gynotran;Quais são as contraindicações para Gynotran?;Gynotran está contraindicado para mulheres grávidas ou amentando, para crianças e para pacientes com alergia ao Metronidazol, ao Nitrato de Miconazol ou a outros componentes da fórmula.
Gynotran;Qual é o mecanismo de ação de Gynotran?;Gynotran é um medicamento que tem na sua composição Metronidazol e Nitrato de Miconazol, compostos responsáveis pelas suas propriedades antimicóticas, antibacterianas e anti-tricomoniásicas, sendo assim eficaz contra fungos, bactérias e Trichomonas.
Haar;Em que situações médicas é recomendado o uso de Haar?;O Haar-intern é um medicamento destinado ao tratamento e profilaxia de hipovitaminoses A, B6 e D3.
Haar;Quais são as orientações específicas para utilizar Haar?;Deve ser administrado 1 comprimido pela manhã e 1 à noite, ingeridos com auxílio de um pouco de líquido.
Haar;Quais são os potenciais efeitos indesejados de Haar?;Embora seja raro, podem ocorrer efeitos colaterais como náusea, vômito, diarreia, prisão de ventre, sensação de calor e rubor na face e reações de natureza alérgica.
Haar;Quais são as contraindicações para Haar?;O uso do produto é contraindicado em pacientes com antecedentes de hipersensibilidade a qualquer dos componentes da fórmula e no tratamento de hipovitaminoses específicas graves.
Haar;Qual é o mecanismo de ação de Haar?;Este remédio atua em ação conjunta conforme as propriedades funcionais de cada vitamina, responsáveis pelos efeitos benéficos no aporte de hipovitaminoses A, B6 e D3.
Halaven;Qual é o propósito principal de Halaven na área da saúde?;Halaven é indicado para o câncer da mama que está avançado ou que se espalhou para outros órgãos, em mulheres.
Halaven;Qual é a posologia recomendada para Halaven?;A dose recomendada e a duração do tratamento de Halaven deve ser indicada pelo seu médico, pois as doses recomendadas e a duração do tratamento vão depender de alguns resultados de exames de sangue e da resposta individual de cada paciente ao tratamento. Halaven é um medicamento de uso hospitalar, que apenas deve ser administrado por um médico ou enfermeiro.
Halaven;Quais são os possíveis efeitos colaterais associados a Halaven?;Alguns dos efeitos colaterais de Halaven podem incluir diminuição do número de glóbulos brancos ou de glóbulos vermelhos, cansaço ou fraqueza, náusea, vômito, prisão de ventre, diarreia, sensação de dormência, de formigamento ou de picadas, febre, perda de apetite, perda de peso, dificuldade em respirar, tosse, dor nas articulações, nos músculos e nas costas, dores de cabeça ou queda de cabelo e pelos.
Halaven;Existem situações em que o uso de Halaven não é recomendado?;Halaven está contraindicado para pacientes com alergia à Eribulina ou a algum dos componentes da fórmula.
Halaven;Quais são os processos biológicos desencadeados por Halaven?;Halaven tem na sua composição Eribulina, um agente anticancerígeno que atua no organismo parando o crescimento e a propagação das células cancerosas. Deste modo, Halaven é capaz de combater o câncer da mama que está avançado ou que se espalhou para outros órgãos do corpo, em casos onde foi tentado pelo menos outro tratamento.
Haldol;Para que serve Haldol?;Haldol ​injetável, gotas ou comprimidos é indicado para psicoses crônicas, no tratamento de delírios, desconfiança, alucinações, confusão, agitação, temperamento agressivo, alterações do comportamento geral e no tratamento de movimentos incontrolados como tiques.
Haldol;Quais são as instruções para o uso correto de Haldol?;Adultos
Haldol;Quais são os riscos para a saúde relacionados ao uso de Haldol?;Alguns dos efeitos colaterais de Haldol incluem dificuldades de coordenação, movimentos involuntários dos músculos, movimentação excessiva do corpo e membros, dor de cabeça, agitação, dificuldade em adormecer, sentimento de tristeza ou depressão, contração da língua, face, boca ou maxila, tontura, sono excessivo, problemas de visão, dificuldade na movimentação intestinal, náusea, vômito, aumento na produção de saliva, boca seca, diminuição da pressão sanguínea, alterações nos exames de sangue, urticária na pele, dificuldade em urinar, impotência ou disfunção erétil ou aumento ou perda de peso.
Haldol;Existem situações em que o uso de Haldol não é recomendado?;Haldol está contraindicado para pacientes com doença de Parkinson, pacientes que apresentem sonolência e lentidão, e para pacientes com alergia ao Decanoato de haloperidol ou a outros componentes da fórmula.
Haldol;Quais são os processos biológicos desencadeados por Haldol?;Haldol é um medicamento que tem na sua composição Decanoato de haloperidol um composto que pertence ao grupo das butirofenonas com propriedades antipsicóticos e sedativas.
Haldol Decanoato;Em que situações médicas é recomendado o uso de Haldol Decanoato?;O Haldol Decanoato é um remédio usado para o tratamento de manutenção de pacientes psicóticos crônicos estabilizados.
Haldol Decanoato;Quais são as instruções para o uso correto de Haldol Decanoato?;Os pacientes psicoticos crônicos devem ser previamente estabilizados com a medicação antipsicótica, antes de considerar a conversão para este medicamento.Haldol Decanoato deve ser usado apenas em adultos e foi formulado para fornecer terapia por um mês na maioria dos pacientes após uma única injeção por via intramuscular profunda na região glútea.
Haldol Decanoato;Quais são os riscos para a saúde relacionados ao uso de Haldol Decanoato?;Os efeitos colaterais mais comuns que podem ocorrer com o uso deste medicamento são anormalidades da coordenação ou movimentos involuntários dos músculos, que incluem movimentos lentos, rígidos ou espasmódicos dos membros, pescoço, face, olhos ou boca e língua que podem resultar em postura involuntária ou expressões faciais atípicas, movimentação excessiva e atípica do corpo e membros e dor de cabeça.
Haldol Decanoato;Em que circunstâncias eu não deveria utilizar Haldol Decanoato?;Este remédio não deve ser usado em pessoas portadoras de Doença de Parkinson, que apresentem sonolência e lentidão decorrentes do uso de medicamentos e álcool ou em pessoascom sensibilidade exacerbada ao produto.Além disso, também não deve ser utilizado por mulheres grávidas sem orientação médica, nem é indicado para pacientes pediátricos.
Heberprot;O que Heberprot pretende tratar?;Heberprot-P é indicado no tratamento do pé diabético com úlceras abertas não infectadas, em adultos.
Heberprot;De que maneira Heberprot deve ser administrado?;Geralmente, é recomendada uma dose de 75 μg de Heberprot-P dissolvidos em 5 ml de água para injeção, administrados 3 vezes por semana, durante um período de 8 semanas de tratamento.
Heberprot;Quais são os possíveis efeitos colaterais associados a Heberprot?;Alguns dos efeitos colaterais de Heberprot-P podem incluir sensação de queimação, dor, sangramento ou infeção no local de injeção, tremores, arrepios, anemia, dor de cabeça, náusea, vômito, diarreia, febre, inchaço, pioria da diabetes ou dor no pé afetado.
Heberprot;Há alguma condição específica em que o uso de Heberprot é desaconselhado?;Heberprot-P está contraindicado para pacientes com sinais de câncer próximo do local de injeção, pacientes com suspeitas de doença maligna, alguma condição grave relacionada com a diabetes como coma diabético ou cetoacidose diabética, historial doenças ou problemas no coração como ataque cardíaco, alterações nos batimentos do coração, dor no peito, infarto ou trombose e para pacientes com alergia a algum dos componentes da fórmula.
Heberprot;Como Heberprot atua no organismo para produzir seus efeitos?;Heberprot-P é um pó liofilizado que tem na sua composição o Fator de Crescimento Epidérmico Humano Recombinante, rhEGF, responsável por tratar as úlceras abertas não infectadas do pé diabético.
Heimer;Qual é o propósito principal de Heimer na área da saúde?;O Heimer é um remédio usado na Doença de Alzheimer moderada a grave, e em outras demências, caracterizadas por distúrbios leves a moderadamente graves da função cerebral, com distúrbios da concentração e memória, perda de interesse e distúrbios de conduta, fadiga, autonomia reduzida, distúrbios das funções motoras necessárias para efetuar atividades diárias e humor deprimido, condições que requerem aumento do cuidado e da vigilância.
